final_drop_id	enemy_id	enemy_source	source_id	元drop_id	敵の名前	is_boss	街ID	街名	dungeon_id	ダンジョン名	敵の役割	Lv	敵の型	属性	ドロップ区分	レアドロップ品	レアドロップ種別	排他カテゴリ	ドロップタイミング	ドロップ率(%)	初回確定入手	追加初回報酬	追加初回報酬種別	効果案＿改善後カイゼンゴ	結合元	排他チェック	1体1レア割当チェック	メモ	素材ID	素材カテゴリ	素材レア度	NPC売却価格	市場取引可	主用途	B案ロール	レシピ必要数方針
3016	390	ボスマスタ	415	5003	絶望の幻影ディスペア	1	10	魔王城ヴァルゼリア	65	絶望の回廊	ボス	186	状態異常型	闇	防具合成素材ドロップ	防具の核	素材	素材系	通常撃破時	22	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5003	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3017	390	ボスマスタ	415	5018	絶望の幻影ディスペア	1	10	魔王城ヴァルゼリア	65	絶望の回廊	ボス	186	状態異常型	闇	防具合成素材ドロップ	魔布の核	素材	素材系	通常撃破時	14	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5018	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3018	390	ボスマスタ	415	5044	絶望の幻影ディスペア	1	10	魔王城ヴァルゼリア	65	絶望の回廊	ボス	186	状態異常型	闇	防具合成素材ドロップ	魔王の黒装片	素材	素材系	通常撃破時	8	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5044	防具合成素材	city_high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3019	391	モンスターマスタ	326	5003	魔神兵	0	10	魔王城ヴァルゼリア	66	魔神の間	雑魚	186	物理型	光	防具合成素材ドロップ	防具の核	素材	素材系	通常撃破時	26	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5003	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3020	391	モンスターマスタ	326	5018	魔神兵	0	10	魔王城ヴァルゼリア	66	魔神の間	雑魚	186	物理型	光	防具合成素材ドロップ	魔布の核	素材	素材系	通常撃破時	18	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5018	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3021	391	モンスターマスタ	326	5043	魔神兵	0	10	魔王城ヴァルゼリア	66	魔神の間	雑魚	186	物理型	光	防具合成素材ドロップ	魔王城の黒布	素材	素材系	通常撃破時	16	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5043	防具合成素材	city_low	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3022	392	モンスターマスタ	327	5003	黒騎士将	0	10	魔王城ヴァルゼリア	66	魔神の間	雑魚	187	物理型	無	防具合成素材ドロップ	防具の核	素材	素材系	通常撃破時	26	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5003	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3023	392	モンスターマスタ	327	5018	黒騎士将	0	10	魔王城ヴァルゼリア	66	魔神の間	雑魚	187	物理型	無	防具合成素材ドロップ	魔布の核	素材	素材系	通常撃破時	18	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5018	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3024	392	モンスターマスタ	327	5043	黒騎士将	0	10	魔王城ヴァルゼリア	66	魔神の間	雑魚	187	物理型	無	防具合成素材ドロップ	魔王城の黒布	素材	素材系	通常撃破時	16	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5043	防具合成素材	city_low	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3025	393	モンスターマスタ	328	5003	魔神の影	0	10	魔王城ヴァルゼリア	66	魔神の間	やや強い	188	標準型	光	防具合成素材ドロップ	防具の核	素材	素材系	通常撃破時	22	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5003	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3026	393	モンスターマスタ	328	5018	魔神の影	0	10	魔王城ヴァルゼリア	66	魔神の間	やや強い	188	標準型	光	防具合成素材ドロップ	魔布の核	素材	素材系	通常撃破時	18	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5018	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3027	393	モンスターマスタ	328	5044	魔神の影	0	10	魔王城ヴァルゼリア	66	魔神の間	やや強い	188	標準型	光	防具合成素材ドロップ	魔王の黒装片	素材	素材系	通常撃破時	12	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5044	防具合成素材	city_high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3028	394	モンスターマスタ	329	5003	深淵スライム	0	10	魔王城ヴァルゼリア	66	魔神の間	レア敵	188	耐久型	無	防具合成素材ドロップ	防具の核	素材	素材系	通常撃破時	22	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5003	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3029	394	モンスターマスタ	329	5018	深淵スライム	0	10	魔王城ヴァルゼリア	66	魔神の間	レア敵	188	耐久型	無	防具合成素材ドロップ	魔布の核	素材	素材系	通常撃破時	18	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5018	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3030	394	モンスターマスタ	329	5044	深淵スライム	0	10	魔王城ヴァルゼリア	66	魔神の間	レア敵	188	耐久型	無	防具合成素材ドロップ	魔王の黒装片	素材	素材系	通常撃破時	12	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5044	防具合成素材	city_high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3031	395	モンスターマスタ	330	5003	魔神の化身	0	10	魔王城ヴァルゼリア	66	魔神の間	最深部候補	189	標準型	光	防具合成素材ドロップ	防具の核	素材	素材系	通常撃破時	22	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5003	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3032	395	モンスターマスタ	330	5018	魔神の化身	0	10	魔王城ヴァルゼリア	66	魔神の間	最深部候補	189	標準型	光	防具合成素材ドロップ	魔布の核	素材	素材系	通常撃破時	14	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5018	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3033	395	モンスターマスタ	330	5044	魔神の化身	0	10	魔王城ヴァルゼリア	66	魔神の間	最深部候補	189	標準型	光	防具合成素材ドロップ	魔王の黒装片	素材	素材系	通常撃破時	8	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5044	防具合成素材	city_high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3034	396	ボスマスタ	416	5003	魔神バルゼア	1	10	魔王城ヴァルゼリア	66	魔神の間	ボス	189	バランス型	光	防具合成素材ドロップ	防具の核	素材	素材系	通常撃破時	22	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5003	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3035	396	ボスマスタ	416	5018	魔神バルゼア	1	10	魔王城ヴァルゼリア	66	魔神の間	ボス	189	バランス型	光	防具合成素材ドロップ	魔布の核	素材	素材系	通常撃破時	14	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5018	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3036	396	ボスマスタ	416	5044	魔神バルゼア	1	10	魔王城ヴァルゼリア	66	魔神の間	ボス	189	バランス型	光	防具合成素材ドロップ	魔王の黒装片	素材	素材系	通常撃破時	8	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5044	防具合成素材	city_high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3037	397	モンスターマスタ	331	5003	囚われた亡霊	0	10	魔王城ヴァルゼリア	67	深淵の牢獄	雑魚	189	アンデッド型	無	防具合成素材ドロップ	防具の核	素材	素材系	通常撃破時	26	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5003	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
3038	397	モンスターマスタ	331	5018	囚われた亡霊	0	10	魔王城ヴァルゼリア	67	深淵の牢獄	雑魚	189	アンデッド型	無	防具合成素材ドロップ	魔布の核	素材	素材系	通常撃破時	18	NO			防具進化・鍛冶強化素材。Gold・輝石なしで装備と素材を使う。	防具進化素材追加	素材枠のため既存レア枠と別判定	対象外	防具共通素材 / 防具カテゴリ素材 / 防具都市素材	5018	防具合成素材	high	0	0	防具進化・鍛冶強化	防具進化素材	Gold・輝石なし。装備と素材で進化。
